clip_id,YOLO Recall,YOLO F1,Smoothed Mean Error,Smoothed Median Error,Kalman Coverage %,Kalman Mean Error,Kalman Median Error,Kalman <50px %
SNMOT-060,0.0749318801089918,0.1394169835234474,52.0305291087455,10.96957754912964,77.79291553133515,250.51049023143,24.806593405769338,61.99649737302977
SNMOT-061,0.0204918032786885,0.0401606425702811,239.2583857921694,15.059616439341529,76.775956284153,451.0533957719681,119.57924132014416,37.18861209964413
SNMOT-062,0.0573333333333333,0.1084489281210592,48.3449362797322,19.249747800709663,7.466666666666668,225.0198259570562,56.40330084994011,50.0
SNMOT-063,0.004,0.0079681274900398,47.84977637940601,43.68330319009834,6.933333333333333,51.1141769991256,50.23075702401256,50.0
SNMOT-064,0.0,0.0,17.087705841418042,17.78099350671462,7.627118644067797,28.996347151645065,28.24031217162217,86.66666666666667
